Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,연도,월,일,요일,Visibility Category,Rainfall Category,Snowfall Category,Wind Speed Category,Temperature(°C)_std,Solar Radiation (MJ/m2)_std
248,5,1.2568335262919819,84.0,0.5,754,25.1,-0.6691788183900854,0.0,0.0,Summer,No Holiday,Yes,2018,7,28,Saturday,0-925,0,Low Snowfall,0.20 - 1.00,1.2568335262919819,-0.6691788183900854
169,7,-0.03872570805874486,62.0,0.4,1003,5.4,-0.6691788183900854,0.0,0.0,Spring,No Holiday,Yes,2018,4,1,Sunday,925-1668,0,Low Snowfall,0.20 - 1.00,-0.03872570805874494,-0.6691788183900854
0,8,-0.14668897758797214,69.0,0.9,1714,5.7,-0.0969453416075524,0.0,0.0,Autumn,No Holiday,No,2018,10,2,Tuesday,1668-2000,0,Low Snowfall,0.20 - 1.00,-0.14668897758797222,-0.09694534160755244
47,11,-0.48718851994938106,93.0,2.6,697,6.0,-0.4472923682091032,0.0,0.0,Spring,No Holiday,Yes,2018,4,5,Thursday,0-925,0,Low Snowfall,2.20 - 7.30,-0.4871885199493811,-0.44729236820910323
133,21,0.40973710383189116,70.0,7.3,1634,11.9,-0.6691788183900854,0.5,0.0,Spring,No Holiday,Yes,2018,4,10,Tuesday,925-1668,Non-0,Low Snowfall,2.20 - 7.30,0.4097371038318911,-0.6691788183900854
754,0,-0.08025004249306303,77.0,0.9,433,7.4,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,11,10,Saturday,0-925,0,Low Snowfall,0.20 - 1.00,-0.08025004249306311,-0.6691788183900854
471,19,-0.9107367311794263,48.0,1.8,1519,-7.8,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2018,1,19,Friday,925-1668,0,Low Snowfall,1.60 - 2.20,-0.9107367311794264,-0.6691788183900854
397,17,-1.251236273540835,37.0,1.4,1591,-14.8,-0.5640747104096202,0.0,0.0,Winter,No Holiday,Yes,2018,1,4,Thursday,925-1668,0,Low Snowfall,1.00 - 1.60,-1.251236273540835,-0.5640747104096202
309,1,0.06093269458361868,73.0,1.6117241594271543,1182,8.9,-0.6691788183900854,0.0,0.0,Spring,No Holiday,Yes,2018,3,14,Wednesday,925-1668,0,Low Snowfall,1.60 - 2.20,0.0609326945836186,-0.6691788183900854
33,3,-2.0152840271322896,54.0,0.6,2000,-18.7,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2018,2,5,Monday,2000 이상,0,Low Snowfall,0.20 - 1.00,-2.0152840271322896,-0.6691788183900854
1502,7,0.3183835680763914,60.5,0.8,1387,8.9,-0.24876238646822443,0.0,0.0,Spring,No Holiday,Yes,2018,5,28,Monday,925-1668,0,Low Snowfall,0.20 - 1.00,0.31838356807639134,-0.24876238646822446
483,3,0.7751512468538909,54.0,1.0,1818,13.1,-0.6691788183900854,0.0,0.0,Summer,No Holiday,Yes,2018,8,18,Saturday,1668-2000,0,Low Snowfall,0.20 - 1.00,0.7751512468538908,-0.6691788183900854
2348,20,1.0575167210072547,53.0,1.3,2000,15.3,-0.6341441157299302,0.0,0.0,Summer,No Holiday,Yes,2018,7,8,Sunday,2000 이상,0,Low Snowfall,1.00 - 1.60,1.0575167210072547,-0.6341441157299302
195,3,-0.9190415980662899,33.0,0.9,1994,-12.7,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,11,29,Thursday,1668-2000,0,Low Snowfall,0.20 - 1.00,-0.91904159806629,-0.6691788183900854
1075,23,1.1903945911970728,81.0,1.7147240402034238,1287,23.7,-0.6691788183900854,0.0,0.0,Summer,No Holiday,Yes,2018,8,9,Thursday,925-1668,0,Low Snowfall,1.60 - 2.20,1.1903945911970728,-0.6691788183900854
0,23,-0.17160357824856295,76.0,1.2,456,6.8,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,No,2018,11,9,Friday,0-925,0,Low Snowfall,1.00 - 1.60,-0.17160357824856304,-0.6691788183900854
356,13,-0.5536274550442901,55.0,3.0,792,-2.0,0.3234710903143086,0.0,0.0,Winter,No Holiday,Yes,2018,1,20,Saturday,0-925,0,Low Snowfall,2.20 - 7.30,-0.5536274550442902,0.32347109031430854
103,7,0.6505782435509367,98.0,0.5,299,20.4,-0.645822349949982,2.0,0.0,Summer,No Holiday,Yes,2018,8,27,Monday,0-925,Non-0,Low Snowfall,0.20 - 1.00,0.6505782435509366,-0.645822349949982
409,2,-0.08855490937992662,57.0,1.0,1793,3.6,-0.6691788183900854,0.0,0.0,Spring,No Holiday,Yes,2018,4,26,Thursday,1668-2000,0,Low Snowfall,0.20 - 1.00,-0.0885549093799267,-0.6691788183900854
1849,13,0.7917609806276183,40.0,2.6,1854,8.2,2.413875015703562,0.0,0.0,Autumn,Holiday,Yes,2018,10,3,Wednesday,1668-2000,0,Low Snowfall,2.20 - 7.30,0.7917609806276182,2.413875015703562
143,20,-1.6249552834496988,37.0,3.4,2000,-18.9,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2017,12,16,Saturday,2000 이상,0,Low Snowfall,2.20 - 7.30,-1.6249552834496988,-0.6691788183900854
614,23,0.04432296080989147,74.0,1.2,603,8.9,-0.6691788183900854,0.0,0.0,Spring,No Holiday,Yes,2018,3,28,Wednesday,0-925,0,Low Snowfall,1.00 - 1.60,0.04432296080989139,-0.6691788183900854
338,4,0.6837977110983912,88.0,0.9,1183,19.1,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,9,1,Saturday,925-1668,0,Low Snowfall,0.20 - 1.00,0.683797711098391,-0.6691788183900854
62,5,-0.64498099079979,59.0,1.7,437,-2.1,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2018,2,28,Wednesday,0-925,0,Low Snowfall,1.60 - 2.20,-0.6449809907997901,-0.6691788183900854
664,12,-0.6200663901391992,20.0,1.4,1992,-15.7,1.4912945123194783,0.0,0.0,Autumn,No Holiday,Yes,2018,11,23,Friday,1668-2000,0,Low Snowfall,1.00 - 1.60,-0.6200663901391993,1.4912945123194783
219,22,-1.1598827377853353,32.0,0.9,1937,-14.6,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2018,2,24,Saturday,1668-2000,0,Low Snowfall,0.20 - 1.00,-1.1598827377853353,-0.6691788183900854
47,4,-0.1965181789091539,95.0,0.7,94,9.8,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,11,7,Wednesday,0-925,0,Low Snowfall,0.20 - 1.00,-0.196518178909154,-0.6691788183900854
1861,15,1.231918925631391,41.0,1.6,1851,13.3,2.705830871204854,0.0,0.0,Summer,No Holiday,Yes,2018,6,16,Saturday,1668-2000,0,Low Snowfall,1.00 - 1.60,1.231918925631391,2.705830871204854
1030,14,1.1737848574233456,72.0,3.0,1126,21.6,0.3935404956346188,0.0,0.0,Summer,No Holiday,Yes,2018,6,28,Thursday,925-1668,0,Low Snowfall,2.20 - 7.30,1.1737848574233456,0.39354049563461874
236,2,0.9578583183648911,96.0,0.5,476,23.8,-0.6691788183900854,0.0,0.0,Summer,No Holiday,Yes,2018,7,11,Wednesday,0-925,0,Low Snowfall,0.20 - 1.00,0.957858318364891,-0.6691788183900854
21,2,-0.22973764645660846,90.0,2.2,490,8.6,-0.6691788183900854,0.9,0.0,Spring,No Holiday,Yes,2018,4,23,Monday,0-925,Non-0,Low Snowfall,1.60 - 2.20,-0.22973764645660855,-0.6691788183900854
1566,18,0.9495534514780276,76.0,1.2,2000,19.6,-0.529040007749465,0.0,0.0,Autumn,No Holiday,Yes,2018,9,15,Saturday,2000 이상,0,Low Snowfall,1.00 - 1.60,0.9495534514780275,-0.529040007749465
262,16,-1.2761508742014263,56.0,3.3,1541,-9.9,-0.2604406206882761,0.0,0.0,Winter,No Holiday,Yes,2018,1,9,Tuesday,925-1668,0,Low Snowfall,2.20 - 7.30,-1.2761508742014263,-0.26044062068827617
356,12,-0.7446393934421537,23.0,3.5,1785,-15.3,1.7015027282804085,0.0,0.0,Winter,No Holiday,Yes,2018,2,20,Tuesday,1668-2000,0,Low Snowfall,2.20 - 7.30,-0.7446393934421538,1.7015027282804085
688,11,1.5391990004453455,51.0,2.121196465691564,1498,20.1,2.6357614658845443,0.0,0.0,Summer,No Holiday,Yes,2018,7,16,Monday,925-1668,0,Low Snowfall,1.60 - 2.20,1.5391990004453455,2.6357614658845443
740,13,-0.48718851994938106,24.0,2.8,1838,-12.1,1.4679380438793748,0.0,0.0,Autumn,No Holiday,Yes,2018,11,30,Friday,1668-2000,0,Low Snowfall,2.20 - 7.30,-0.4871885199493811,1.4679380438793748
121,22,-2.339173835719971,45.0,4.0,2000,-24.4,-0.6691788183900854,0.0,0.7,Winter,No Holiday,Yes,2018,1,24,Wednesday,2000 이상,0,Low Snowfall,2.20 - 7.30,-2.339173835719971,-0.6691788183900854
1432,13,1.182089724310209,32.0,1.7,2000,9.0,2.9744302582660436,0.0,0.0,Autumn,No Holiday,Yes,2018,9,9,Sunday,2000 이상,0,Low Snowfall,1.60 - 2.20,1.182089724310209,2.9744302582660436
398,14,-0.4290544517413356,57.0,3.5,675,-0.2,0.8957045670968417,0.0,0.0,Winter,No Holiday,Yes,2018,2,14,Wednesday,0-925,0,Low Snowfall,2.20 - 7.30,-0.42905445174133566,0.8957045670968417
289,7,-1.0020902669349263,67.0,0.6,658,-4.5,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2017,12,29,Friday,0-925,0,Low Snowfall,0.20 - 1.00,-1.0020902669349263,-0.6691788183900854
247,9,0.32668843496325484,45.0,0.9,1958,4.8,-0.3538664944486896,0.0,0.0,Spring,No Holiday,Yes,2018,4,22,Sunday,1668-2000,0,Low Snowfall,0.20 - 1.00,0.3266884349632548,-0.3538664944486897
2274,20,0.9329437177043001,72.0,2.003167261513559,833,18.8,-0.6341441157299302,0.0,0.0,Summer,No Holiday,Yes,2018,6,27,Wednesday,0-925,0,Low Snowfall,1.60 - 2.20,0.9329437177043,-0.6341441157299302
1095,12,0.43465170449248214,15.0,1.6,2000,-8.9,1.9817803495616493,0.0,0.0,Spring,No Holiday,Yes,2018,4,13,Friday,2000 이상,0,Low Snowfall,1.00 - 1.60,0.4346517044924821,1.9817803495616493
199,5,-0.08855490937992662,93.0,0.8,241,10.7,-0.6691788183900854,0.0,0.0,Spring,No Holiday,Yes,2018,5,14,Monday,0-925,0,Low Snowfall,0.20 - 1.00,-0.0885549093799267,-0.6691788183900854
11,11,0.6837977110983912,97.0,1.2,105,20.6,-0.49400530508930995,18.5,0.0,Summer,No Holiday,Yes,2018,7,1,Sunday,0-925,Non-0,Low Snowfall,1.00 - 1.60,0.683797711098391,-0.49400530508931
770,15,0.4014322369450277,77.0,1.6,2000,13.7,0.6504616484757559,0.0,0.0,Spring,No Holiday,Yes,2018,5,6,Sunday,2000 이상,0,Low Snowfall,1.00 - 1.60,0.40143223694502767,0.6504616484757559
41,3,-2.347478702606835,43.0,0.8,1963,-25.0,-0.6691788183900854,0.0,0.3,Winter,No Holiday,Yes,2018,1,27,Saturday,1668-2000,0,Low Snowfall,0.20 - 1.00,-2.347478702606835,-0.6691788183900854
70,3,-1.4671628125992897,61.0,1.3,1992,-12.5,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2018,2,13,Tuesday,1668-2000,0,Low Snowfall,1.00 - 1.60,-1.4671628125992897,-0.6691788183900854
375,12,-0.6117615232523356,72.0,3.0,1700,0.9,0.3701840271945154,0.0,0.0,Spring,No Holiday,Yes,2018,3,8,Thursday,1668-2000,0,Low Snowfall,2.20 - 7.30,-0.6117615232523357,0.3701840271945153
53,3,-1.1017486695772898,31.0,1.54750679730964,2000,-15.4,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2018,1,22,Monday,2000 이상,0,Low Snowfall,1.00 - 1.60,-1.1017486695772898,-0.6691788183900854
430,1,0.3432981687369824,72.0,1.7,1353,12.0,-0.6691788183900854,0.0,0.0,Spring,No Holiday,Yes,2018,4,3,Tuesday,925-1668,0,Low Snowfall,1.60 - 2.20,0.3432981687369823,-0.6691788183900854
73,6,0.8997242501568457,89.0,3.3,882,21.8,-0.6691788183900854,1.5,0.0,Summer,No Holiday,Yes,2018,8,21,Tuesday,0-925,Non-0,Low Snowfall,2.20 - 7.30,0.8997242501568455,-0.6691788183900854
314,17,-1.4256384781649716,26.0,2.2,2000,-20.8,-0.4356141339890515,0.0,0.0,Winter,No Holiday,Yes,2017,12,27,Wednesday,2000 이상,0,Low Snowfall,1.60 - 2.20,-1.4256384781649716,-0.4356141339890516
501,18,-0.64498099079979,62.0,2.9,503,-1.5,-0.6575005841700337,0.0,0.0,Winter,No Holiday,Yes,2018,1,17,Wednesday,0-925,0,Low Snowfall,2.20 - 7.30,-0.6449809907997901,-0.6575005841700337
38,1,-0.5204079874968356,84.0,0.8,320,4.1,-0.6691788183900854,0.0,0.0,Spring,No Holiday,Yes,2018,3,19,Monday,0-925,0,Low Snowfall,0.20 - 1.00,-0.5204079874968357,-0.6691788183900854
216,6,0.4429565713793459,71.0,0.9,2000,12.9,-0.6691788183900854,0.0,0.0,Summer,No Holiday,Yes,2018,6,10,Sunday,2000 이상,0,Low Snowfall,0.20 - 1.00,0.44295657137934585,-0.6691788183900854
158,5,-0.7446393934421537,71.0,1.714803580984413,2000,-0.7,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,11,12,Monday,2000 이상,0,Low Snowfall,1.60 - 2.20,-0.7446393934421538,-0.6691788183900854
149,4,0.8083707144013456,97.0,0.2,1808,22.1,-0.6691788183900854,0.0,0.0,Summer,No Holiday,Yes,2018,7,3,Tuesday,1668-2000,0,Low Snowfall,,0.8083707144013454,-0.6691788183900854
162,5,-0.37092038353329015,73.0,1.7148092508253323,2000,3.1,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,10,19,Friday,2000 이상,0,Low Snowfall,1.60 - 2.20,-0.3709203835332902,-0.6691788183900854
137,21,-2.247820299964471,35.0,2.2,2000,-26.2,-0.6691788183900854,0.0,0.5,Winter,No Holiday,Yes,2018,1,25,Thursday,2000 이상,0,Low Snowfall,1.60 - 2.20,-2.247820299964471,-0.6691788183900854
211,23,-1.5419066145810623,53.0,1.2,1290,-13.6,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2017,12,14,Thursday,925-1668,0,Low Snowfall,1.00 - 1.60,-1.5419066145810623,-0.6691788183900854
162,8,-1.1100535364641535,78.0,1.263397473703597,249,-3.7,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2017,12,30,Saturday,0-925,0,Low Snowfall,1.00 - 1.60,-1.1100535364641535,-0.6691788183900854
162,1,-1.4007238775043807,51.0,0.2,1535,-12.5,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2018,1,7,Sunday,925-1668,0,Low Snowfall,,-1.4007238775043807,-0.6691788183900854
839,16,1.0159923865729363,87.0,0.9,601,22.8,0.35850579297446367,0.0,0.0,Summer,No Holiday,Yes,2018,7,2,Monday,0-925,0,Low Snowfall,0.20 - 1.00,1.0159923865729363,0.3585057929744636
122,14,-0.3210911822121084,94.0,1.3,1129,7.9,-0.3305100260085863,0.5,0.0,Spring,No Holiday,Yes,2018,4,14,Saturday,925-1668,Non-0,Low Snowfall,1.00 - 1.60,-0.3210911822121085,-0.33051002600858637
889,9,-0.6948101921209718,60.0,0.8,967,-2.5,-0.13198004426770743,0.0,0.0,Autumn,No Holiday,Yes,2018,11,19,Monday,925-1668,0,Low Snowfall,0.20 - 1.00,-0.694810192120972,-0.13198004426770746
191,7,-0.9024318642925627,56.0,0.7,1477,-5.7,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,11,18,Sunday,925-1668,0,Low Snowfall,0.20 - 1.00,-0.9024318642925628,-0.6691788183900854
1141,18,1.8963082765804815,35.0,1.3,2000,17.9,0.7438875222361695,0.0,0.0,Summer,No Holiday,Yes,2018,7,29,Sunday,2000 이상,0,Low Snowfall,1.00 - 1.60,1.8963082765804815,0.7438875222361695
29,0,0.617358776003482,97.0,0.3,183,19.9,-0.6691788183900854,5.5,0.0,Summer,No Holiday,Yes,2018,7,10,Tuesday,0-925,Non-0,Low Snowfall,0.20 - 1.00,0.6173587760034819,-0.6691788183900854
271,14,-1.209711939106517,20.0,4.3,2000,-21.6,0.6271051800356527,0.0,0.0,Winter,No Holiday,Yes,2017,12,26,Tuesday,2000 이상,0,Low Snowfall,2.20 - 7.30,-1.209711939106517,0.6271051800356527
68,19,0.6256636428903457,94.0,1.1,1769,19.3,-0.5056835393093616,0.5,0.0,Summer,No Holiday,Yes,2018,7,9,Monday,1668-2000,Non-0,Low Snowfall,1.00 - 1.60,0.6256636428903456,-0.5056835393093616
1025,15,-0.047030574945608465,58.0,4.1,404,4.3,1.9701021153415974,0.0,0.0,Spring,No Holiday,Yes,2018,3,24,Saturday,0-925,0,Low Snowfall,2.20 - 7.30,-0.04703057494560854,1.9701021153415974
639,10,1.5142843997847542,61.0,2.3,901,22.7,1.3277992332387543,0.0,0.0,Summer,No Holiday,Yes,2018,7,27,Friday,0-925,0,Low Snowfall,2.20 - 7.30,1.5142843997847542,1.3277992332387543
1186,20,-0.39583498419388113,59.0,1.8012717042588595,2000,0.0,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,10,30,Tuesday,2000 이상,0,Low Snowfall,1.60 - 2.20,-0.3958349841938812,-0.6691788183900854
2378,18,-0.17160357824856295,40.0,1.774740215874063,1854,-1.1,-0.4589706024291549,0.0,0.0,Autumn,No Holiday,Yes,2018,10,11,Thursday,1668-2000,0,Low Snowfall,1.60 - 2.20,-0.17160357824856304,-0.45897060242915494
732,10,1.065821587894118,49.0,0.9,1968,15.6,0.6971745853559628,0.0,0.0,Summer,No Holiday,Yes,2018,8,19,Sunday,1668-2000,0,Low Snowfall,0.20 - 1.00,1.065821587894118,0.6971745853559628
1528,16,0.617358776003482,32.0,0.9,1720,3.1,0.3117928560942569,0.0,0.0,Autumn,No Holiday,Yes,2018,10,25,Thursday,1668-2000,0,Low Snowfall,0.20 - 1.00,0.6173587760034819,0.31179285609425683
1446,16,0.5343101071348457,33.0,2.4,869,6.0,1.806606836260874,0.0,0.0,Spring,No Holiday,Yes,2018,4,27,Friday,0-925,0,Low Snowfall,2.20 - 7.30,0.5343101071348456,1.806606836260874
308,9,-1.2761508742014263,36.0,1.2,1276,-15.4,-0.4356141339890515,0.0,0.0,Winter,No Holiday,Yes,2018,2,9,Friday,925-1668,0,Low Snowfall,1.00 - 1.60,-1.2761508742014263,-0.4356141339890516
291,8,0.7834561137407546,93.0,1.2,683,21.2,-0.6224658815098786,0.0,0.0,Spring,No Holiday,Yes,2018,5,16,Wednesday,0-925,0,Low Snowfall,1.00 - 1.60,0.7834561137407545,-0.6224658815098786
656,6,0.8997242501568457,71.0,1.6181546390770347,2000,18.2,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,9,3,Monday,2000 이상,0,Low Snowfall,1.60 - 2.20,0.8997242501568455,-0.6691788183900854
1027,9,-0.49549338683624466,57.0,0.7,1553,-0.9,0.25340168499399846,0.0,0.0,Autumn,No Holiday,Yes,2018,11,2,Friday,925-1668,0,Low Snowfall,0.20 - 1.00,-0.4954933868362447,0.2534016849939984
228,9,-2.181381364869562,36.0,1.5913586610813308,2000,-25.2,-0.4472923682091032,0.0,1.0,Winter,No Holiday,Yes,2018,1,23,Tuesday,2000 이상,0,Low Snowfall,1.00 - 1.60,-2.181381364869562,-0.44729236820910323
175,16,-1.3758092768437897,36.0,1.5805754441414515,2000,-16.5,0.11326287435337815,0.0,0.0,Winter,No Holiday,Yes,2018,2,11,Sunday,2000 이상,0,Low Snowfall,1.00 - 1.60,-1.3758092768437897,0.1132628743533781
53,3,-0.9771756662743353,43.0,0.4,1261,-10.2,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2018,1,8,Monday,925-1668,0,Low Snowfall,0.20 - 1.00,-0.9771756662743354,-0.6691788183900854
1416,23,0.7253220455327093,51.0,1.7,2000,11.1,-0.6691788183900854,0.0,0.0,Summer,No Holiday,Yes,2018,7,7,Saturday,2000 이상,0,Low Snowfall,1.60 - 2.20,0.7253220455327092,-0.6691788183900854
1069,22,-0.27956684777779023,41.0,0.5,1428,-3.0,-0.6691788183900854,0.0,0.0,Spring,No Holiday,Yes,2018,4,9,Monday,925-1668,0,Low Snowfall,0.20 - 1.00,-0.2795668477777903,-0.6691788183900854
178,13,-1.7910526211869713,41.0,3.4,1593,-19.5,0.7322092880161178,0.0,0.0,Winter,No Holiday,Yes,2018,1,11,Thursday,925-1668,0,Low Snowfall,2.20 - 7.30,-1.7910526211869713,0.7322092880161178
289,22,-1.118358403351017,55.0,0.6,1655,-8.4,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2017,12,9,Saturday,925-1668,0,Low Snowfall,0.20 - 1.00,-1.118358403351017,-0.6691788183900854
1469,8,0.22703003232089133,75.0,1.1,804,11.2,-0.5407182419695168,0.0,0.0,Spring,No Holiday,Yes,2018,4,2,Monday,0-925,0,Low Snowfall,1.00 - 1.60,0.22703003232089125,-0.5407182419695168
2404,19,0.8166755812882094,64.0,2.3,1444,15.6,-0.14365827848775914,0.0,0.0,Summer,No Holiday,Yes,2018,6,13,Wednesday,925-1668,0,Low Snowfall,2.20 - 7.30,0.8166755812882093,-0.14365827848775917
369,7,0.6256636428903457,82.0,0.8,338,17.3,-0.48232707086925825,0.0,0.0,Summer,No Holiday,Yes,2018,6,24,Sunday,0-925,0,Low Snowfall,0.20 - 1.00,0.6256636428903456,-0.4823270708692583
284,23,-1.051919468256108,38.0,0.2,1895,-12.3,-0.6691788183900854,0.0,0.0,Spring,No Holiday,Yes,2018,3,2,Friday,1668-2000,0,Low Snowfall,,-1.051919468256108,-0.6691788183900854
193,20,-1.8741012900556075,34.0,2.6,2000,-22.5,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2018,2,6,Tuesday,2000 이상,0,Low Snowfall,2.20 - 7.30,-1.8741012900556075,-0.6691788183900854
132,1,-1.1764924715590626,57.0,4.3,1429,-8.6,-0.6691788183900854,0.0,0.0,Winter,Holiday,Yes,2017,12,25,Monday,925-1668,0,Low Snowfall,2.20 - 7.30,-1.1764924715590626,-0.6691788183900854
190,1,-0.8110783285370626,72.0,1.9,306,-1.3,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2018,1,18,Thursday,0-925,0,Low Snowfall,1.60 - 2.20,-0.8110783285370627,-0.6691788183900854
769,1,0.8166755812882094,80.0,0.6,2000,18.8,-0.6691788183900854,0.0,0.0,Summer,No Holiday,Yes,2018,8,26,Sunday,2000 이상,0,Low Snowfall,0.20 - 1.00,0.8166755812882093,-0.6691788183900854
298,14,-0.82768806231079,82.0,1.7,1589,0.2,-0.02687593628724217,0.0,5.0,Autumn,No Holiday,Yes,2018,11,24,Saturday,925-1668,0,High Snowfall,1.60 - 2.20,-0.8276880623107901,-0.02687593628724221
1381,19,0.15228623033911876,47.0,1.3,1111,3.5,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,10,13,Saturday,925-1668,0,Low Snowfall,1.00 - 1.60,0.15228623033911867,-0.6691788183900854
735,12,1.7634304063906638,35.0,1.609396604444088,1528,16.5,2.997786726706147,0.0,0.0,Summer,No Holiday,Yes,2018,7,21,Saturday,925-1668,0,Low Snowfall,1.60 - 2.20,1.7634304063906638,2.997786726706147
1317,16,1.2402237925182544,69.0,0.5,880,21.6,0.04319346903306793,0.0,0.0,Summer,No Holiday,Yes,2018,6,30,Saturday,0-925,0,Low Snowfall,0.20 - 1.00,1.2402237925182544,0.043193469033067894
159,1,-1.5086871470336078,56.0,0.9,1973,-12.6,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2018,2,2,Friday,1668-2000,0,Low Snowfall,0.20 - 1.00,-1.5086871470336078,-0.6691788183900854
